Ticker,H,c
JKHY,0.4980934656167948,1.1191217240043472
HST,0.4574524785709634,1.2892326837554524
SWK,0.39769251537485495,1.5033918499106005
JNPR,0.5584540881779654,1.0045883577460961
CPT,0.557610348308966,1.1052415232739154
CHRW,0.5092951876729684,1.1624392061245945
REG,0.5106950433372723,1.1375811698487193
NCLH,0.4135097117326258,1.556281100443222
DAY,0.3779162482915326,1.6230990515400727
SJM,0.5843945312429473,0.914059782073145
TECH,0.391881171103253,1.5619546453951119
ALLE,0.510255561601854,1.1734209898599361
NDSN,0.4150595346740958,1.4563614653427508
BG,0.4097671869084547,1.5971393922767223
INCY,0.47574431761891195,1.4891852066595697
FOXA,0.5824236603624663,1.0819326634650748
AIZ,0.7903475256695512,0.6026071854830543
BXP,0.5666990148043503,0.9499026651069158
IPG,0.46392632107835396,1.1711620380317358
EMN,0.5772588533493963,0.925116662184695
UHS,0.5332001785879938,1.2288497050208105
NWSA,0.6751739885151249,0.7997579399867077
ALB,0.640844759262139,0.9669992188819584
ERIE,0.6571546406288428,1.0223960914684498
TAP,0.44368730943809565,1.6776471755557079
PAYC,0.5587635864344757,1.0441850211441737
PNW,0.542450896507686,1.0163650425621984
ENPH,0.6840265868577038,0.7391690110141889
LKQ,0.5696026626623273,0.9199885846402067
CRL,0.4388854002635517,1.2722913317310964
GNRC,0.5276570941686831,1.0435230869459517
AES,0.5842386855528876,1.0768991035240818
RL,0.6689955927989975,0.779765031432372
HRL,0.5678371225872283,1.0499049292479368
GL,0.38644122928953656,1.8023612354486054
LW,0.482999656894651,1.3681659878600543
HSIC,0.49405153119312195,1.1779097648288057
MKTX,0.46642286332410215,1.596681565899827
MTCH,0.4078190542722224,1.7026311475590556
FRT,0.5136483172237787,1.0234288295690088
TFX,0.3979078734123224,1.652192961648409
WYNN,0.3114023543994699,2.2832937299141176
AOS,0.5802556380754945,0.9276718470409069
CPB,0.5149173364125361,1.361515446165546
IVZ,0.4523017456758344,1.2356550943258127
APA,0.5439087491147133,1.0317180732382787
MGM,0.3523081844689005,1.832556156456735
MOS,0.6776836953405431,0.6934327222157042
HAS,0.4517469877123328,1.4805012791471905
HII,0.35290169429142926,2.0991570612920767
CE,0.5469558414220591,1.1515664264176406
CZR,0.4297927100392589,1.283978394847532
BWA,0.4066737047656254,1.651163345656246
WBA,0.7868757998489666,0.5887424717808415
DVA,0.6622891253290687,0.7682122046333472
PARA,0.5386442319481385,0.9836568266421046
BEN,0.48998380326758145,1.2221041642830435
FMC,0.72048617074031,0.7464097599641599
MHK,0.5460799806080421,1.020454267288578
FOX,0.5835858571030821,1.1430639156023892
NWS,0.7017368372672479,0.7901848911912974
QQQ,0.785432204250863,0.7239184430396389
SPY,0.7301799788095015,0.8457212771339859
